age,gender,height_cm,weight_kg,bmi,bmi_category,activity_level,goal,diet_preference,bmr,tdee,calorie_target,diet_plan,workout_plan,fitness_category,fat_pct,water_liters,workout_freq,session_hours,max_bpm,avg_bpm,calories_burned_session
34,Female,162.0,64.3,24.5,Normal,Very Active,Maintain Fitness,Vegan,1324.5,2516.5,2516.5,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,19.8,2.7,5,1.76,174,145,1276.0
27,Male,161.0,80.7,31.13,Obese,Active,Weight Loss,Vegetarian,1683.2,2903.5,2503.5,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,14.3,3.5,4,1.75,170,166,1598.0
34,Male,181.0,115.3,35.19,Obese,Sedentary,Improve Stamina,Vegan,2119.2,2543.0,2643.0,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,24.5,2.2,2,1.36,181,167,1249.0
37,Male,169.0,87.8,30.74,Obese,Very Active,Weight Loss,Vegetarian,1754.2,3333.0,2933.0,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,10.3,3.5,5,1.81,183,158,1573.0
41,Male,161.0,74.3,28.66,Overweight,Active,Weight Loss,Vegetarian,1549.2,2672.4,2272.4,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,24.8,3.5,4,1.06,160,136,714.0
22,Female,170.0,78.5,27.16,Overweight,Active,Weight Loss,Non-Vegetarian,1576.5,2719.5,2319.5,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,31.9,2.1,4,1.36,177,138,938.0
51,Female,158.0,77.3,30.96,Obese,Sedentary,Weight Loss,Vegetarian,1344.5,1613.4,1213.4,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,31.1,2.0,2,0.97,171,168,733.0
23,Female,170.0,64.5,22.32,Normal,Sedentary,Weight Loss,Non-Vegetarian,1431.5,1717.8,1317.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,30.4,1.7,2,0.51,187,125,319.0
19,Male,194.0,72.0,19.13,Normal,Moderate,Maintain Fitness,Non-Vegetarian,1842.5,2855.9,2855.9,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,24.7,3.2,3,1.17,199,148,952.0
30,Female,177.0,77.9,24.87,Normal,Active,Improve Stamina,Vegetarian,1574.2,2715.5,2815.5,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,27.9,2.6,4,1.41,166,130,916.0
28,Female,158.0,69.6,27.88,Overweight,Moderate,Improve Stamina,Vegan,1382.5,2142.9,2242.9,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,27.8,2.0,3,1.49,182,135,1006.0
40,Male,199.0,68.9,17.4,Underweight,Active,Improve Stamina,Vegetarian,1737.8,2997.7,3097.7,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,25.0,2.4,4,1.16,180,149,951.0
33,Male,189.0,45.9,12.85,Underweight,Moderate,Improve Stamina,Non-Vegetarian,1480.2,2294.3,2394.3,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,21.6,2.9,3,1.45,193,144,1148.0
48,Female,169.0,68.2,23.88,Normal,Light,Maintain Fitness,Eggetarian,1337.2,1838.7,1838.7,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,28.4,2.5,3,0.75,170,159,537.0
28,Female,159.0,79.6,31.49,Obese,Moderate,Weight Loss,Non-Vegetarian,1488.8,2307.6,1907.6,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,28.2,1.5,3,1.49,181,130,968.0
33,Female,152.0,53.6,23.2,Normal,Sedentary,Weight Loss,Vegetarian,1160.0,1392.0,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,30.9,2.3,2,1.02,194,126,643.0
25,Female,158.0,57.7,23.11,Normal,Moderate,Maintain Fitness,Eggetarian,1278.5,1981.7,1981.7,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,25.7,2.2,3,1.36,188,145,986.0
21,Male,193.0,74.2,19.92,Normal,Moderate,Maintain Fitness,Non-Vegetarian,1848.2,2864.7,2864.7,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,28.3,2.5,3,1.32,187,141,1024.0
57,Female,156.0,64.4,26.46,Overweight,Very Active,Improve Stamina,Vegetarian,1173.0,2228.7,2328.7,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,17.8,2.7,5,1.52,177,144,985.0
21,Female,178.0,54.9,17.33,Underweight,Sedentary,Maintain Fitness,Vegetarian,1395.5,1674.6,1674.6,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,31.7,2.0,2,0.55,173,138,380.0
42,Male,164.0,50.3,18.7,Normal,Light,Muscle Gain,Non-Vegetarian,1323.0,1819.1,2119.1,High Protein Non-Veg Diet,Beginner Fitness Routine,Moderately Fit,27.0,2.4,3,0.63,177,150,468.0
20,Female,168.0,46.5,16.48,Underweight,Sedentary,Maintain Fitness,Non-Vegetarian,1254.0,1504.8,1504.8,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,27.9,2.4,2,0.91,187,145,660.0
49,Male,199.0,57.8,14.6,Underweight,Light,Maintain Fitness,Non-Vegetarian,1581.8,2175.0,2175.0,Balanced Maintenance Diet,Beginner Cardio + Walking,Moderately Fit,24.7,3.1,3,0.93,183,161,741.0
20,Male,180.0,83.0,25.62,Overweight,Sedentary,Improve Stamina,Vegan,1860.0,2232.0,2332.0,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,29.6,2.9,2,0.79,167,160,695.0
44,Male,179.0,82.5,25.75,Overweight,Very Active,Weight Loss,Non-Vegetarian,1728.8,3284.7,2884.7,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,13.8,3.5,5,1.51,167,155,1159.0
46,Female,173.0,66.5,22.22,Normal,Light,Improve Stamina,Vegetarian,1355.2,1863.4,1963.4,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,34.7,2.0,3,1.11,163,142,709.0
49,Female,167.0,70.2,25.17,Overweight,Light,Muscle Gain,Vegetarian,1339.8,1842.2,2142.2,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,32.5,1.8,3,0.93,186,166,695.0
36,Male,193.0,121.9,32.73,Obese,Moderate,Improve Stamina,Vegetarian,2250.2,3487.8,3587.8,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,21.8,3.4,3,1.49,195,132,1082.0
38,Female,152.0,70.3,30.43,Obese,Active,Maintain Fitness,Non-Vegetarian,1302.0,2246.0,2246.0,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,25.6,2.0,4,1.19,164,144,857.0
22,Female,156.0,40.3,16.56,Underweight,Active,Maintain Fitness,Vegetarian,1107.0,1909.6,1909.6,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,30.8,2.1,4,1.45,192,121,877.0
35,Male,176.0,101.4,32.74,Obese,Sedentary,Weight Loss,Non-Vegetarian,1944.0,2332.8,1932.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,23.6,2.9,2,0.84,193,121,559.0
45,Male,195.0,79.2,20.83,Normal,Moderate,Maintain Fitness,Non-Vegetarian,1790.8,2775.7,2775.7,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,22.8,2.8,3,1.47,189,135,982.0
59,Female,177.0,75.8,24.19,Normal,Light,Muscle Gain,Vegan,1408.2,1936.3,2236.3,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,33.1,1.8,3,1.46,167,128,841.0
39,Male,188.0,71.7,20.29,Normal,Sedentary,Weight Loss,Vegetarian,1702.0,2042.4,1642.4,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,23.7,2.2,2,0.55,198,147,445.0
38,Female,156.0,57.7,23.71,Normal,Very Active,Maintain Fitness,Vegan,1201.0,2281.9,2281.9,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,16.6,2.7,5,1.64,185,132,1082.0
23,Female,160.0,47.4,18.52,Normal,Light,Muscle Gain,Vegetarian,1198.0,1647.2,1947.2,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,33.5,1.6,3,0.76,196,154,585.0
18,Female,175.0,57.2,18.68,Normal,Moderate,Improve Stamina,Vegan,1414.8,2192.9,2292.9,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,33.5,2.4,3,1.29,193,160,1032.0
22,Female,172.0,44.8,15.14,Underweight,Active,Improve Stamina,Vegetarian,1252.0,2159.7,2259.7,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,28.6,1.8,4,1.48,166,132,977.0
58,Male,172.0,90.2,30.49,Obese,Sedentary,Weight Loss,Vegetarian,1692.0,2030.4,1630.4,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,28.3,2.1,2,0.9,199,150,668.0
29,Male,172.0,84.9,28.7,Overweight,Active,Maintain Fitness,Non-Vegetarian,1784.0,3077.4,3077.4,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,14.3,3.5,4,1.79,187,140,1378.0
43,Male,177.0,95.7,30.55,Obese,Light,Weight Loss,Vegetarian,1853.2,2548.2,2148.2,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,24.2,3.4,3,1.08,198,151,807.0
51,Male,165.0,59.0,21.67,Normal,Moderate,Maintain Fitness,Vegetarian,1371.2,2125.4,2125.4,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,20.7,2.3,3,1.22,198,153,924.0
31,Female,177.0,60.5,19.31,Normal,Active,Maintain Fitness,Non-Vegetarian,1395.2,2406.7,2406.7,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,15.0,2.7,4,1.72,187,127,1092.0
43,Female,172.0,53.8,18.19,Underweight,Active,Muscle Gain,Non-Vegetarian,1237.0,2133.8,2433.8,High Protein Non-Veg Diet,Progressive Strength Training,Needs Improvement,30.2,2.3,4,1.03,173,160,742.0
44,Male,197.0,86.6,22.31,Normal,Very Active,Maintain Fitness,Non-Vegetarian,1882.2,3576.2,3576.2,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,11.7,3.5,5,1.66,197,167,1372.0
26,Female,167.0,72.8,26.1,Overweight,Sedentary,Muscle Gain,Non-Vegetarian,1480.8,1777.0,2077.0,High Protein Non-Veg Diet,Beginner Fitness Routine,Needs Improvement,35.0,1.9,2,1.37,163,121,829.0
43,Female,177.0,66.3,21.16,Normal,Active,Maintain Fitness,Non-Vegetarian,1393.2,2403.3,2403.3,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,32.7,1.7,4,1.48,177,157,1046.0
39,Female,160.0,56.0,21.87,Normal,Sedentary,Improve Stamina,Vegetarian,1204.0,1444.8,1544.8,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,32.6,2.0,2,0.89,184,151,672.0
47,Male,193.0,45.9,12.32,Underweight,Moderate,Improve Stamina,Vegetarian,1435.2,2224.6,2324.6,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,29.6,2.0,3,1.29,166,159,1015.0
34,Male,164.0,88.0,32.72,Obese,Active,Maintain Fitness,Vegetarian,1740.0,3001.5,3001.5,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,14.4,3.5,4,1.9,197,147,1536.0
43,Male,179.0,94.0,29.34,Overweight,Sedentary,Weight Loss,Eggetarian,1848.8,2218.6,1818.6,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,23.2,3.4,2,1.31,187,156,1012.0
53,Female,179.0,44.7,13.95,Underweight,Moderate,Maintain Fitness,Non-Vegetarian,1139.8,1766.7,1766.7,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,26.7,2.1,3,1.34,164,160,965.0
18,Male,163.0,63.2,23.79,Normal,Light,Weight Loss,Vegetarian,1565.8,2153.0,1753.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Moderately Fit,27.5,2.2,3,0.66,162,120,436.0
25,Male,190.0,95.6,26.48,Overweight,Active,Improve Stamina,Non-Vegetarian,2023.5,3490.5,3590.5,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,23.8,2.4,4,1.47,190,160,1294.0
52,Male,186.0,47.8,13.82,Underweight,Moderate,Maintain Fitness,Eggetarian,1385.5,2147.5,2147.5,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,24.7,2.8,3,1.01,179,129,645.0
32,Male,164.0,85.3,31.71,Obese,Active,Improve Stamina,Vegetarian,1723.0,2972.2,3072.2,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,13.2,3.5,4,1.77,178,123,1197.0
39,Male,183.0,59.7,17.83,Underweight,Active,Muscle Gain,Non-Vegetarian,1550.8,2675.1,2975.1,High Protein Non-Veg Diet,Progressive Strength Training,Needs Improvement,29.1,2.3,4,1.35,170,154,1143.0
31,Male,198.0,70.2,17.91,Underweight,Sedentary,Improve Stamina,Non-Vegetarian,1789.5,2147.4,2247.4,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,24.2,2.5,2,0.71,199,129,504.0
43,Female,180.0,72.7,22.44,Normal,Light,Weight Loss,Non-Vegetarian,1476.0,2029.5,1629.5,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,32.8,2.1,3,0.79,162,166,590.0
45,Female,179.0,50.4,15.73,Underweight,Sedentary,Weight Loss,Vegetarian,1236.8,1484.2,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,27.7,2.5,2,0.74,182,130,433.0
40,Male,174.0,81.7,26.99,Overweight,Sedentary,Improve Stamina,Vegan,1709.5,2051.4,2151.4,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,27.0,2.7,2,0.91,166,133,666.0
31,Male,162.0,49.3,18.79,Normal,Sedentary,Muscle Gain,Eggetarian,1355.5,1626.6,1926.6,High Protein Non-Veg Diet,Beginner Fitness Routine,Needs Improvement,20.0,3.2,2,0.56,182,157,484.0
41,Female,164.0,61.9,23.01,Normal,Active,Maintain Fitness,Non-Vegetarian,1278.0,2204.6,2204.6,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,19.4,2.7,4,1.93,166,131,1138.0
19,Female,168.0,49.1,17.4,Underweight,Active,Improve Stamina,Non-Vegetarian,1285.0,2216.6,2316.6,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,25.3,2.6,4,1.42,193,164,1164.0
43,Male,183.0,66.5,19.86,Normal,Moderate,Maintain Fitness,Eggetarian,1598.8,2478.1,2478.1,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,27.1,2.4,3,1.11,178,136,747.0
31,Male,193.0,75.5,20.27,Normal,Sedentary,Weight Loss,Non-Vegetarian,1811.2,2173.4,1773.4,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,20.5,3.4,2,0.6,168,135,446.0
24,Male,179.0,88.2,27.53,Overweight,Active,Weight Loss,Vegetarian,1885.8,3253.0,2853.0,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,11.3,3.5,4,1.76,177,154,1491.0
20,Male,175.0,74.8,24.42,Normal,Moderate,Maintain Fitness,Non-Vegetarian,1746.8,2707.5,2707.5,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,25.0,3.3,3,1.33,184,121,885.0
40,Female,160.0,72.2,28.2,Overweight,Light,Improve Stamina,Non-Vegetarian,1361.0,1871.4,1971.4,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,29.2,1.9,3,0.87,173,130,566.0
35,Male,163.0,62.8,23.64,Normal,Active,Improve Stamina,Vegetarian,1476.8,2547.5,2647.5,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,21.9,3.7,4,1.41,184,160,1241.0
55,Male,179.0,84.7,26.43,Overweight,Moderate,Improve Stamina,Non-Vegetarian,1695.8,2628.5,2728.5,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,23.3,2.4,3,1.19,178,122,719.0
52,Male,169.0,116.5,40.79,Obese,Sedentary,Weight Loss,Eggetarian,1966.2,2359.4,1959.4,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,27.3,2.4,2,0.53,198,148,388.0
32,Male,192.0,77.4,21.0,Normal,Moderate,Improve Stamina,Eggetarian,1819.0,2819.5,2919.5,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,26.7,3.3,3,1.39,174,137,1047.0
42,Female,162.0,72.9,27.78,Overweight,Active,Maintain Fitness,Non-Vegetarian,1370.5,2364.1,2364.1,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,25.7,2.0,4,1.17,175,139,732.0
54,Female,159.0,58.4,23.1,Normal,Sedentary,Weight Loss,Vegetarian,1146.8,1376.2,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,32.5,1.9,2,1.08,186,166,807.0
45,Female,154.0,64.3,27.11,Overweight,Active,Maintain Fitness,Eggetarian,1219.5,2103.6,2103.6,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,15.3,2.7,4,1.67,199,133,999.0
27,Male,187.0,89.3,25.54,Overweight,Very Active,Muscle Gain,Vegan,1931.8,3670.4,3970.4,High Protein Veg Diet,Progressive Strength Training,Needs Improvement,12.7,3.5,5,1.62,169,153,1363.0
56,Male,161.0,90.2,34.8,Obese,Moderate,Maintain Fitness,Vegetarian,1633.2,2531.5,2531.5,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,22.6,2.3,3,1.38,163,168,1148.0
34,Female,162.0,59.0,22.48,Normal,Active,Improve Stamina,Eggetarian,1271.5,2193.3,2293.3,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,30.9,2.4,4,1.13,178,150,847.0
56,Male,186.0,58.7,16.97,Underweight,Moderate,Improve Stamina,Vegan,1474.5,2285.5,2385.5,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,22.6,3.3,3,1.09,187,159,858.0
39,Male,182.0,127.5,38.49,Obese,Moderate,Weight Loss,Non-Vegetarian,2222.5,3444.9,3044.9,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,29.8,3.0,3,1.26,180,161,1116.0
43,Female,152.0,68.6,29.69,Overweight,Active,Maintain Fitness,Non-Vegetarian,1260.0,2173.5,2173.5,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,28.1,2.6,4,1.42,173,137,875.0
42,Female,153.0,56.7,24.22,Normal,Light,Muscle Gain,Vegetarian,1152.2,1584.3,1884.3,High Protein Veg Diet,Beginner Fitness Routine,Moderately Fit,27.4,1.9,3,1.07,192,149,717.0
34,Female,178.0,64.5,20.36,Normal,Active,Maintain Fitness,Vegetarian,1426.5,2460.7,2460.7,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,27.8,1.8,4,1.33,169,144,958.0
30,Female,152.0,61.6,26.66,Overweight,Active,Improve Stamina,Vegetarian,1255.0,2164.9,2264.9,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,19.5,2.7,4,1.78,178,138,1228.0
37,Male,182.0,75.1,22.67,Normal,Active,Maintain Fitness,Vegan,1708.5,2947.2,2947.2,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,26.4,3.2,4,1.23,189,127,859.0
42,Male,193.0,79.3,21.29,Normal,Sedentary,Weight Loss,Vegetarian,1794.2,2153.0,1753.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,27.3,3.3,2,1.22,181,147,888.0
21,Female,168.0,72.6,25.72,Overweight,Moderate,Improve Stamina,Vegetarian,1510.0,2340.5,2440.5,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,34.2,1.8,3,1.19,162,127,756.0
27,Male,170.0,76.7,26.54,Overweight,Light,Weight Loss,Vegetarian,1699.5,2336.8,1936.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,29.1,2.1,3,0.96,196,150,792.0
20,Female,161.0,44.2,17.05,Underweight,Sedentary,Maintain Fitness,Non-Vegetarian,1187.2,1424.6,1424.6,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,32.4,2.5,2,1.08,177,122,659.0
58,Female,170.0,56.5,19.55,Normal,Sedentary,Improve Stamina,Eggetarian,1176.5,1411.8,1511.8,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,27.0,2.7,2,0.74,170,122,406.0
35,Male,163.0,100.9,37.98,Obese,Sedentary,Weight Loss,Vegetarian,1857.8,2229.4,1829.4,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,28.4,3.1,2,1.1,161,163,986.0
53,Female,155.0,55.8,23.23,Normal,Active,Muscle Gain,Vegetarian,1100.8,1898.9,2198.9,High Protein Veg Diet,Moderate Strength Training,Moderately Fit,27.0,1.8,4,1.12,171,141,711.0
39,Male,193.0,58.3,15.65,Underweight,Active,Improve Stamina,Non-Vegetarian,1599.2,2758.6,2858.6,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,27.4,3.7,4,1.35,165,136,1010.0
51,Male,177.0,48.6,15.51,Underweight,Sedentary,Muscle Gain,Non-Vegetarian,1342.2,1610.6,1910.6,High Protein Non-Veg Diet,Beginner Fitness Routine,Needs Improvement,26.9,3.5,2,1.47,199,155,1128.0
25,Male,195.0,81.7,21.49,Normal,Active,Maintain Fitness,Vegetarian,1915.8,3304.8,3304.8,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,13.8,3.5,4,1.94,188,136,1451.0
57,Male,169.0,85.6,29.97,Overweight,Very Active,Maintain Fitness,Non-Vegetarian,1632.2,3101.2,3101.2,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,12.7,3.5,5,1.76,189,133,1159.0
36,Female,172.0,60.0,20.28,Normal,Very Active,Muscle Gain,Vegetarian,1334.0,2534.6,2834.6,High Protein Veg Diet,Progressive Strength Training,Fit,18.2,2.7,5,1.63,161,128,1043.0
59,Male,169.0,126.4,44.26,Obese,Light,Weight Loss,Vegetarian,2030.2,2791.5,2391.5,Low Calorie Balanced Diet,Beginner Fitness Routine,Needs Improvement,29.5,2.9,3,1.24,168,149,915.0
58,Female,178.0,75.4,23.8,Normal,Active,Improve Stamina,Non-Vegetarian,1415.5,2441.7,2541.7,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,26.0,2.5,4,1.05,161,140,662.0
54,Female,169.0,64.2,22.48,Normal,Active,Maintain Fitness,Vegetarian,1267.2,2185.9,2185.9,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,16.5,2.7,4,1.69,188,131,996.0
23,Female,162.0,65.2,24.84,Normal,Moderate,Improve Stamina,Eggetarian,1388.5,2152.2,2252.2,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,31.1,2.5,3,1.37,192,156,1069.0
43,Female,166.0,70.1,25.44,Overweight,Sedentary,Muscle Gain,Vegetarian,1362.5,1635.0,1935.0,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,34.6,2.6,2,0.99,169,151,673.0
51,Male,177.0,102.6,32.75,Obese,Sedentary,Weight Loss,Non-Vegetarian,1882.2,2258.6,1858.6,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,21.0,3.4,2,1.21,193,130,779.0
23,Male,193.0,107.2,28.78,Overweight,Active,Weight Loss,Non-Vegetarian,2168.2,3740.1,3340.1,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,20.2,3.1,4,1.15,167,139,879.0
54,Female,175.0,56.5,18.45,Underweight,Very Active,Maintain Fitness,Vegetarian,1227.8,2332.8,2332.8,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,15.3,2.7,5,1.76,196,154,1220.0
50,Female,175.0,61.6,20.11,Normal,Active,Muscle Gain,Non-Vegetarian,1298.8,2240.4,2540.4,High Protein Non-Veg Diet,Moderate Strength Training,Moderately Fit,25.5,2.2,4,1.22,192,166,911.0
39,Male,175.0,81.7,26.68,Overweight,Active,Improve Stamina,Vegetarian,1720.8,2968.4,3068.4,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,29.1,2.8,4,1.32,165,165,1198.0
38,Female,158.0,76.6,30.68,Obese,Sedentary,Improve Stamina,Eggetarian,1402.5,1683.0,1783.0,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,32.2,2.3,2,0.74,199,130,481.0
23,Male,179.0,116.8,36.45,Obese,Active,Weight Loss,Vegetarian,2176.8,3755.0,3355.0,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,26.8,3.4,4,1.0,178,127,698.0
23,Female,159.0,60.1,23.77,Normal,Active,Maintain Fitness,Vegetarian,1318.8,2274.9,2274.9,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,17.6,2.7,4,1.8,191,123,1107.0
21,Male,173.0,93.7,31.31,Obese,Sedentary,Weight Loss,Vegetarian,1918.2,2301.8,1901.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,27.8,3.6,2,1.0,186,146,803.0
47,Female,158.0,41.6,16.66,Underweight,Active,Maintain Fitness,Eggetarian,1007.5,1737.9,1737.9,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,26.6,2.1,4,1.03,160,163,756.0
28,Female,179.0,55.1,17.2,Underweight,Very Active,Maintain Fitness,Non-Vegetarian,1368.8,2600.7,2600.7,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,17.0,2.7,5,1.99,192,159,1582.0
47,Male,176.0,127.1,41.03,Obese,Sedentary,Weight Loss,Non-Vegetarian,2141.0,2569.2,2169.2,Low Calorie Balanced Diet,Beginner Fitness Routine,Needs Improvement,24.9,3.0,2,0.71,199,157,552.0
48,Female,160.0,69.1,26.99,Overweight,Active,Muscle Gain,Vegetarian,1290.0,2225.2,2525.2,High Protein Veg Diet,Moderate Strength Training,Needs Improvement,26.1,2.0,4,1.34,191,166,1001.0
41,Female,174.0,66.8,22.06,Normal,Light,Improve Stamina,Non-Vegetarian,1389.5,1910.6,2010.6,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,29.2,2.3,3,1.34,164,149,898.0
26,Male,176.0,125.5,40.52,Obese,Active,Maintain Fitness,Vegetarian,2230.0,3846.8,3846.8,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,23.2,3.1,4,1.15,176,163,1031.0
20,Female,158.0,71.3,28.56,Overweight,Moderate,Weight Loss,Vegan,1439.5,2231.2,1831.2,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,25.4,1.5,3,1.07,167,167,893.0
48,Male,161.0,129.2,49.84,Obese,Active,Maintain Fitness,Vegetarian,2063.2,3559.0,3559.0,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,21.4,2.9,4,1.06,193,167,876.0
57,Male,186.0,96.3,27.84,Overweight,Moderate,Weight Loss,Vegetarian,1845.5,2860.5,2460.5,Low Calorie Balanced Diet,Moderate Strength Training,Needs Improvement,27.6,2.2,3,1.1,168,146,795.0
54,Female,154.0,67.5,28.46,Overweight,Light,Weight Loss,Vegetarian,1206.5,1658.9,1258.9,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,25.2,1.5,3,0.72,182,140,454.0
53,Female,155.0,64.4,26.81,Overweight,Active,Weight Loss,Non-Vegetarian,1186.8,2047.2,1647.2,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,19.7,2.7,4,1.77,194,139,1107.0
41,Female,157.0,64.9,26.33,Overweight,Active,Weight Loss,Non-Vegetarian,1264.2,2180.7,1780.7,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,25.9,2.4,4,1.04,166,123,576.0
