age,gender,weight_kg,height_m,height_cm,bmi,bmi_category,max_bpm,avg_bpm,resting_bpm,session_duration_h,calories_burned,fat_pct,water_intake_l,workout_freq,workout_type,experience_level,bmr,tdee,inferred_goal,fitness_category,diet_plan,workout_plan
43,Male,82.9,1.95,195.0,21.8,Normal,181,160,70,1.9,1505.0,12.9,3.5,5,Cardio,3,1837.8,3491.8,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
54,Female,66.9,1.74,174.0,22.1,Normal,195,129,62,1.24,720.0,29.5,2.1,2,HIIT,1,1325.5,1822.6,Maintain Fitness,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
43,Male,66.3,1.85,185.0,19.37,Normal,170,121,58,1.18,707.0,27.5,3.2,2,Cardio,1,1609.2,2212.7,Improve Stamina,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
40,Male,93.6,1.93,193.0,25.13,Overweight,188,157,60,1.38,1192.0,22.1,2.0,3,Cardio,1,1947.2,3018.2,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
26,Female,64.1,1.5,150.0,28.49,Overweight,194,134,60,1.93,1293.0,15.1,2.7,5,Strength,3,1287.5,2446.2,Weight Loss,Fit,High Protein Veg Diet,Compound Strength Training
29,Male,86.7,1.62,162.0,33.04,Obese,174,122,55,1.52,1020.0,13.9,3.5,4,Strength,3,1739.5,3000.6,Weight Loss,Fit,High Protein Non-Veg Diet,Compound Strength Training
18,Female,62.0,1.59,159.0,24.52,Normal,190,162,50,1.23,996.0,33.2,2.2,4,Strength,2,1362.8,2350.8,Muscle Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
18,Female,58.1,1.61,161.0,22.41,Normal,175,150,71,1.9,1425.0,15.3,2.7,4,Yoga,3,1336.2,2304.9,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
51,Female,64.9,1.6,160.0,25.35,Overweight,169,125,55,1.49,838.0,31.1,2.5,4,Yoga,2,1233.0,2126.9,Weight Loss,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
49,Female,69.3,1.62,162.0,26.41,Overweight,191,122,62,1.14,626.0,28.8,1.9,4,HIIT,2,1299.5,2241.6,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
42,Female,42.7,1.74,174.0,14.1,Underweight,161,130,71,1.04,608.0,32.9,1.6,3,Strength,1,1143.5,1772.4,Weight Gain,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
57,Female,51.4,1.63,163.0,19.35,Normal,183,134,73,1.2,724.0,33.7,2.0,4,Yoga,2,1086.8,1874.7,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
18,Female,67.4,1.6,160.0,26.33,Overweight,182,164,71,0.6,492.0,33.5,2.4,3,Strength,1,1423.0,2205.7,Weight Loss,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
33,Female,55.6,1.61,161.0,21.45,Normal,161,147,54,1.77,1301.0,18.9,2.7,4,Yoga,3,1236.2,2132.4,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
56,Male,125.3,1.86,186.0,36.22,Obese,197,129,64,1.0,639.0,22.7,2.2,3,Yoga,2,2140.5,3317.8,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
22,Male,102.1,1.85,185.0,29.83,Overweight,190,157,67,1.48,1278.0,28.1,2.4,4,Cardio,2,2072.2,3574.5,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
39,Male,61.9,1.77,177.0,19.76,Normal,199,166,69,1.32,1205.0,25.3,2.3,3,Strength,1,1535.2,2379.6,Muscle Gain,Moderately Fit,High Protein Non-Veg Diet,Beginner Fitness Routine
46,Male,108.8,1.64,164.0,40.45,Obese,185,169,63,1.4,1171.0,20.5,3.4,3,Strength,1,1888.0,2926.4,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
20,Female,51.1,1.58,158.0,20.47,Normal,188,169,64,0.5,422.0,29.6,1.6,2,Yoga,1,1237.5,1701.6,Maintain Fitness,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
29,Male,81.7,1.99,199.0,20.63,Normal,162,126,54,1.45,1005.0,29.4,3.2,2,Strength,1,1920.8,2641.1,Muscle Gain,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
43,Female,42.7,1.66,166.0,15.5,Underweight,173,134,53,0.73,440.0,33.9,1.9,2,Yoga,1,1088.5,1496.7,Weight Gain,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
33,Male,81.8,1.99,199.0,20.66,Normal,184,137,51,1.59,1198.0,10.5,3.5,4,Strength,3,1901.8,3280.6,Muscle Gain,Fit,High Protein Non-Veg Diet,Compound Strength Training
54,Male,54.6,1.76,176.0,17.63,Underweight,160,137,56,1.28,868.0,27.4,3.3,4,Cardio,2,1381.0,2382.2,Weight Gain,Fit,High Carb Performance Diet,Cardio Endurance Training
39,Male,107.7,1.88,188.0,30.47,Obese,162,160,59,0.72,634.0,28.1,3.6,2,Strength,1,2062.0,2835.2,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
46,Female,56.9,1.6,160.0,22.23,Normal,185,143,65,0.88,566.0,27.7,1.6,3,Cardio,1,1178.0,1825.9,Improve Stamina,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
31,Male,78.8,1.71,171.0,26.95,Overweight,177,121,59,1.49,992.0,24.7,2.5,4,HIIT,2,1706.8,2944.2,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
45,Female,48.2,1.64,164.0,17.92,Underweight,168,159,67,1.25,894.0,32.1,2.5,4,Strength,2,1121.0,1933.7,Weight Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
22,Female,50.7,1.59,159.0,20.05,Normal,197,139,66,1.27,883.0,29.4,1.8,3,Strength,2,1229.8,1906.2,Muscle Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
47,Male,86.6,1.99,199.0,21.87,Normal,182,153,70,1.98,1500.0,10.6,3.5,4,Strength,3,1879.8,3242.7,Muscle Gain,Fit,High Protein Non-Veg Diet,Compound Strength Training
22,Male,96.3,1.63,163.0,36.25,Obese,180,162,62,1.35,1203.0,27.1,2.4,4,Cardio,2,1876.8,3237.5,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
29,Male,80.8,1.98,198.0,20.61,Normal,160,145,50,1.65,1316.0,14.6,3.5,5,Strength,3,1905.5,3620.4,Muscle Gain,Fit,High Protein Non-Veg Diet,Compound Strength Training
33,Female,58.0,1.53,153.0,24.78,Normal,180,126,50,1.84,1159.0,18.3,2.7,5,Strength,3,1210.2,2299.4,Muscle Gain,Fit,High Protein Veg Diet,Compound Strength Training
43,Male,95.9,1.85,185.0,28.02,Overweight,186,157,64,1.28,995.0,27.7,3.4,2,Yoga,1,1905.2,2619.7,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
43,Female,61.5,1.58,158.0,24.64,Normal,165,149,50,1.86,1247.0,16.8,2.7,5,HIIT,3,1226.5,2330.3,Maintain Fitness,Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
38,Female,40.6,1.79,179.0,12.67,Underweight,195,161,55,0.62,499.0,26.8,2.7,2,Cardio,1,1173.8,1614.0,Weight Gain,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
56,Male,82.5,1.87,187.0,23.59,Normal,187,124,74,1.51,927.0,13.2,3.5,5,Yoga,3,1718.8,3265.7,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
53,Male,105.1,1.84,184.0,31.04,Obese,176,130,62,0.69,444.0,23.3,2.9,3,Cardio,1,1941.0,3008.6,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
50,Female,58.1,1.58,158.0,23.27,Normal,199,120,50,1.93,1042.0,19.3,2.7,5,Yoga,3,1157.5,2199.2,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
47,Female,61.0,1.76,176.0,19.69,Normal,162,153,54,1.54,1060.0,15.6,2.7,5,HIIT,3,1314.0,2496.6,Maintain Fitness,Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
54,Female,64.5,1.53,153.0,27.55,Overweight,171,120,58,1.74,940.0,17.2,2.7,4,Yoga,3,1170.2,2018.6,Weight Loss,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
40,Male,58.2,1.98,198.0,14.85,Underweight,198,138,74,1.43,1085.0,24.0,2.5,3,Cardio,2,1624.5,2518.0,Weight Gain,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
27,Female,69.5,1.76,176.0,22.44,Normal,171,121,66,0.94,569.0,34.4,2.0,3,Strength,1,1499.0,2323.5,Muscle Gain,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
22,Male,62.2,1.84,184.0,18.37,Underweight,161,140,65,0.51,393.0,21.5,2.3,3,Strength,1,1667.0,2583.8,Weight Gain,Moderately Fit,High Protein Non-Veg Diet,Beginner Fitness Routine
53,Female,68.0,1.7,170.0,23.53,Normal,181,139,57,1.06,663.0,25.1,2.4,4,HIIT,2,1316.5,2271.0,Maintain Fitness,Fit,High Protein Veg Diet,Progressive Strength Training
51,Female,56.3,1.5,150.0,25.02,Overweight,182,142,66,1.43,914.0,27.4,2.4,3,Cardio,1,1084.5,1681.0,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
48,Male,94.5,1.7,170.0,32.7,Obese,189,140,64,1.01,700.0,28.2,3.5,3,Cardio,2,1772.5,2747.4,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
27,Female,58.0,1.79,179.0,18.1,Underweight,164,143,73,1.39,994.0,27.1,1.5,2,Cardio,1,1402.8,1928.8,Weight Gain,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
36,Male,84.0,1.94,194.0,22.32,Normal,168,123,50,1.8,1218.0,11.2,3.5,5,HIIT,3,1877.5,3567.2,Maintain Fitness,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
49,Male,61.0,1.87,187.0,17.44,Underweight,180,131,61,1.14,739.0,21.3,3.0,4,Strength,2,1538.8,2654.4,Weight Gain,Fit,High Protein Non-Veg Diet,Progressive Strength Training
18,Female,64.8,1.53,153.0,27.68,Overweight,170,141,54,1.98,1396.0,18.6,2.7,5,Yoga,3,1353.2,2571.1,Weight Loss,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
22,Male,45.7,1.77,177.0,14.59,Underweight,164,139,73,1.04,795.0,20.7,2.4,3,HIIT,1,1458.2,2260.2,Weight Gain,Moderately Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
21,Male,80.9,1.9,190.0,22.41,Normal,194,137,55,1.8,1356.0,11.7,3.5,4,Yoga,3,1896.5,3271.5,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
33,Female,64.1,1.63,163.0,24.13,Normal,186,120,74,1.58,948.0,16.4,2.7,5,Strength,3,1333.8,2534.2,Muscle Gain,Fit,High Protein Veg Diet,Compound Strength Training
41,Male,67.0,1.77,177.0,21.39,Normal,161,149,50,1.22,900.0,25.6,2.6,3,HIIT,2,1576.2,2443.1,Maintain Fitness,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
33,Male,106.5,1.6,160.0,41.6,Obese,183,152,74,1.4,1170.0,27.3,3.3,4,Strength,2,1905.0,3286.1,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
19,Male,95.1,1.85,185.0,27.79,Overweight,190,143,50,1.21,952.0,25.3,2.3,4,Yoga,2,2017.2,3479.7,Weight Loss,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
45,Female,65.5,1.57,157.0,26.57,Overweight,192,133,59,0.66,395.0,34.3,2.3,2,Cardio,1,1250.2,1719.0,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
49,Male,105.7,1.64,164.0,39.3,Obese,198,155,59,1.2,921.0,29.5,3.1,3,Cardio,2,1842.0,2855.1,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
44,Female,48.0,1.76,176.0,15.5,Underweight,189,124,52,0.88,491.0,28.6,2.6,2,Yoga,1,1199.0,1648.6,Weight Gain,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
37,Female,69.5,1.5,150.0,30.89,Obese,196,130,66,0.69,448.0,32.8,2.4,2,Cardio,1,1286.5,1768.9,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
41,Male,66.1,1.69,169.0,23.14,Normal,187,143,68,0.77,545.0,27.4,3.4,2,Yoga,1,1517.2,2086.2,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
29,Male,68.0,1.7,170.0,23.53,Normal,190,150,60,0.76,627.0,28.9,2.9,2,HIIT,1,1602.5,2203.4,Maintain Fitness,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
52,Male,50.3,1.78,178.0,15.88,Underweight,170,132,67,0.85,555.0,24.5,2.3,2,HIIT,1,1360.5,1870.7,Weight Gain,Moderately Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
50,Female,69.3,1.68,168.0,24.55,Normal,182,135,51,1.2,729.0,30.3,2.0,2,HIIT,1,1332.0,1831.5,Maintain Fitness,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
50,Male,86.7,1.63,163.0,32.63,Obese,161,143,58,1.7,1203.0,12.1,3.5,4,Cardio,3,1640.8,2830.4,Weight Loss,Fit,Low Calorie Balanced Diet,Cardio Endurance Training
54,Male,125.9,1.94,194.0,33.45,Obese,199,132,73,1.35,882.0,28.5,2.9,3,Strength,2,2206.5,3420.1,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Progressive Strength Training
29,Male,88.1,1.93,193.0,23.65,Normal,186,143,66,1.88,1479.0,11.1,3.5,5,Cardio,3,1947.2,3699.7,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
20,Male,124.3,1.82,182.0,37.53,Obese,194,145,63,1.25,997.0,22.4,3.2,3,Cardio,2,2285.5,3542.5,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
18,Male,62.0,1.85,185.0,18.12,Underweight,161,121,53,0.88,586.0,23.7,3.0,3,Strength,1,1691.2,2621.4,Weight Gain,Moderately Fit,High Protein Non-Veg Diet,Beginner Fitness Routine
50,Female,69.7,1.72,172.0,23.56,Normal,198,135,66,1.24,753.0,27.3,2.0,4,Strength,2,1361.0,2347.7,Muscle Gain,Fit,High Protein Veg Diet,Progressive Strength Training
57,Female,60.9,1.52,152.0,26.36,Overweight,196,157,66,1.31,926.0,30.6,1.8,3,Strength,2,1113.0,1725.2,Weight Loss,Needs Improvement,High Protein Veg Diet,Progressive Strength Training
27,Male,76.5,1.97,197.0,19.71,Normal,180,165,61,1.13,1025.0,21.3,2.3,2,Strength,1,1866.2,2566.0,Muscle Gain,Moderately Fit,High Protein Non-Veg Diet,Beginner Fitness Routine
46,Male,94.7,1.82,182.0,28.59,Overweight,164,120,69,1.47,873.0,23.2,3.2,3,Cardio,2,1859.5,2882.2,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
30,Male,67.9,1.75,175.0,22.17,Normal,180,168,67,1.25,1155.0,29.1,3.1,2,Yoga,1,1627.8,2238.2,Maintain Fitness,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
29,Male,121.1,1.87,187.0,34.63,Obese,188,130,52,1.31,937.0,24.1,3.2,4,HIIT,2,2239.8,3863.7,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
48,Female,71.5,1.64,164.0,26.58,Overweight,179,154,60,1.46,1012.0,32.5,1.9,4,Yoga,2,1339.0,2309.8,Weight Loss,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
19,Male,98.6,1.7,170.0,34.12,Obese,197,162,74,0.83,740.0,21.1,2.4,2,Cardio,1,1958.5,2692.9,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
52,Female,68.2,1.63,163.0,25.67,Overweight,179,148,67,1.17,779.0,27.5,2.4,3,Strength,1,1279.8,1983.7,Weight Loss,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
40,Female,57.7,1.69,169.0,20.2,Normal,184,156,53,1.18,920.0,33.1,2.4,4,HIIT,2,1272.2,2194.5,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
34,Male,124.6,1.63,163.0,46.9,Obese,161,136,66,1.41,1055.0,27.6,2.8,3,HIIT,2,2099.8,3254.7,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Progressive Strength Training
43,Female,73.0,1.59,159.0,28.88,Overweight,191,158,67,1.31,931.0,28.9,2.2,3,Yoga,1,1347.8,2089.1,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
25,Female,59.4,1.51,151.0,26.05,Overweight,185,161,54,1.62,1304.0,19.8,2.7,5,Cardio,3,1251.8,2378.4,Weight Loss,Fit,Low Calorie Balanced Diet,Cardio Endurance Training
46,Female,52.0,1.65,165.0,19.1,Normal,165,147,63,0.7,463.0,34.1,1.9,2,Cardio,1,1160.2,1595.3,Improve Stamina,Needs Improvement,High Carb Performance Diet,Beginner Cardio + Walking
43,Female,42.2,1.65,165.0,15.5,Underweight,162,148,59,1.33,886.0,34.6,2.3,3,Cardio,2,1077.2,1669.7,Weight Gain,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
27,Male,89.3,1.64,164.0,33.2,Obese,192,162,64,1.82,1622.0,12.1,3.5,4,HIIT,3,1788.0,3084.3,Weight Loss,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
43,Male,110.0,1.76,176.0,35.51,Obese,160,122,50,1.09,658.0,22.0,3.4,3,Yoga,1,1990.0,3084.5,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
51,Female,66.2,1.58,158.0,26.52,Overweight,164,129,65,0.86,499.0,31.3,2.3,3,HIIT,1,1233.5,1911.9,Weight Loss,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
58,Male,58.6,1.66,166.0,21.27,Normal,172,161,60,1.21,964.0,26.8,2.9,2,HIIT,1,1338.5,1840.4,Maintain Fitness,Moderately Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
24,Male,51.0,1.67,167.0,18.29,Underweight,178,133,72,0.97,710.0,21.3,2.8,3,Strength,1,1438.8,2230.1,Weight Gain,Moderately Fit,High Protein Non-Veg Diet,Beginner Fitness Routine
21,Male,101.5,1.95,195.0,26.69,Overweight,171,131,69,0.97,699.0,27.9,3.1,3,Yoga,1,2133.8,3307.4,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
28,Male,114.2,1.87,187.0,32.66,Obese,184,166,55,1.05,959.0,20.2,3.2,3,Strength,2,2175.8,3372.5,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Progressive Strength Training
46,Male,54.4,1.72,172.0,18.39,Underweight,194,161,73,0.91,725.0,24.8,2.9,2,Cardio,1,1394.0,1916.8,Weight Gain,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
53,Female,52.4,1.57,157.0,21.26,Normal,171,149,71,1.34,898.0,28.3,2.2,3,HIIT,2,1079.2,1672.8,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
42,Male,85.2,1.81,181.0,26.01,Overweight,189,151,65,1.54,1151.0,13.7,3.5,5,Yoga,3,1778.2,3378.6,Weight Loss,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
38,Male,83.6,1.74,174.0,27.61,Overweight,164,151,51,1.66,1379.0,11.6,3.5,5,Cardio,3,1738.5,3303.1,Weight Loss,Fit,Low Calorie Balanced Diet,Cardio Endurance Training
53,Male,115.4,1.92,192.0,31.3,Obese,193,161,50,1.36,1084.0,28.3,2.2,4,Yoga,2,2094.0,3612.2,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
27,Male,71.2,1.97,197.0,18.35,Underweight,181,151,73,0.74,615.0,25.9,3.6,3,HIIT,1,1813.2,2810.5,Weight Gain,Moderately Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
54,Female,78.1,1.6,160.0,30.51,Obese,198,145,73,1.1,718.0,32.9,2.4,4,Yoga,2,1350.0,2328.8,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
26,Female,54.2,1.65,165.0,19.91,Normal,172,120,58,1.07,642.0,34.9,1.9,4,Cardio,2,1282.2,2211.8,Improve Stamina,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
41,Female,77.6,1.76,176.0,25.05,Overweight,162,161,71,1.27,920.0,31.8,2.2,4,Strength,2,1510.0,2604.8,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
52,Female,44.1,1.62,162.0,16.8,Underweight,179,121,61,1.41,768.0,34.8,1.6,3,HIIT,1,1032.5,1600.4,Weight Gain,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
52,Male,85.5,1.8,180.0,26.39,Overweight,190,136,66,1.7,1144.0,10.1,3.5,5,Strength,3,1725.0,3277.5,Weight Loss,Fit,High Protein Non-Veg Diet,Compound Strength Training
53,Female,47.8,1.76,176.0,15.43,Underweight,164,149,74,1.06,711.0,28.4,1.5,4,HIIT,2,1152.0,1987.2,Weight Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
35,Male,102.5,1.94,194.0,27.23,Overweight,183,158,64,0.84,730.0,21.1,2.4,2,Cardio,1,2067.5,2842.8,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
56,Male,118.0,1.9,190.0,32.69,Obese,199,126,68,0.66,412.0,22.6,3.2,2,HIIT,1,2092.5,2877.2,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
49,Male,82.3,1.84,184.0,24.31,Normal,192,146,71,1.29,932.0,28.4,3.4,4,Strength,2,1733.0,2989.4,Muscle Gain,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
41,Male,81.6,1.87,187.0,23.33,Normal,167,128,59,1.87,1185.0,10.2,3.5,5,HIIT,3,1784.8,3391.1,Maintain Fitness,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
40,Male,60.2,1.88,188.0,17.03,Underweight,183,141,61,1.22,946.0,25.2,3.0,3,Cardio,2,1582.0,2452.1,Weight Gain,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
49,Female,49.2,1.54,154.0,20.75,Normal,179,153,63,1.28,881.0,30.7,2.1,3,HIIT,2,1048.5,1625.2,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
54,Female,46.6,1.5,150.0,20.71,Normal,175,165,58,1.38,1025.0,30.6,2.0,2,Strength,1,972.5,1337.2,Muscle Gain,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
29,Female,68.7,1.72,172.0,23.22,Normal,171,168,62,1.08,907.0,29.8,1.7,4,Cardio,2,1456.0,2511.6,Improve Stamina,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
30,Female,60.6,1.55,155.0,25.22,Overweight,172,120,52,1.3,780.0,32.9,1.6,3,Strength,2,1263.8,1958.9,Weight Loss,Needs Improvement,High Protein Veg Diet,Progressive Strength Training
40,Male,52.1,1.61,161.0,20.1,Normal,198,128,70,0.87,612.0,21.3,3.3,2,HIIT,1,1332.2,1831.8,Maintain Fitness,Moderately Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
42,Female,46.6,1.77,177.0,14.87,Underweight,184,139,63,0.61,382.0,28.1,2.6,2,Yoga,1,1201.2,1651.7,Weight Gain,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
52,Male,65.5,1.74,174.0,21.63,Normal,191,138,70,1.48,1011.0,26.2,2.8,4,Strength,2,1487.5,2565.9,Muscle Gain,Fit,High Protein Non-Veg Diet,Progressive Strength Training
58,Female,44.2,1.57,157.0,17.93,Underweight,183,155,59,1.08,753.0,31.9,2.3,3,HIIT,1,972.2,1506.9,Weight Gain,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
47,Male,89.1,1.84,184.0,26.32,Overweight,168,159,65,1.44,1133.0,24.0,3.6,3,Yoga,2,1811.0,2807.1,Weight Loss,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
34,Male,65.9,1.62,162.0,25.11,Overweight,199,164,56,0.81,731.0,28.8,2.2,2,Yoga,1,1506.5,2071.4,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
37,Female,55.6,1.57,157.0,22.56,Normal,182,123,53,0.97,597.0,29.2,2.4,2,Cardio,1,1191.2,1637.9,Improve Stamina,Needs Improvement,High Carb Performance Diet,Beginner Cardio + Walking
42,Male,63.7,1.98,198.0,16.25,Underweight,172,128,69,1.37,868.0,24.0,3.0,2,Yoga,1,1669.5,2295.6,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
39,Male,86.2,1.82,182.0,26.02,Overweight,191,160,72,1.96,1725.0,10.2,3.5,5,Strength,3,1809.5,3438.0,Weight Loss,Fit,High Protein Non-Veg Diet,Compound Strength Training
30,Female,59.2,1.63,163.0,22.28,Normal,174,141,74,1.85,1304.0,17.8,2.7,4,Strength,3,1299.8,2242.2,Muscle Gain,Fit,High Protein Veg Diet,Compound Strength Training
36,Male,85.4,1.88,188.0,24.16,Normal,195,137,60,1.98,1492.0,13.5,3.5,5,Yoga,3,1854.0,3522.6,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
53,Female,68.1,1.55,155.0,28.35,Overweight,164,131,65,1.41,831.0,26.1,2.2,4,HIIT,2,1223.8,2111.1,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
29,Female,60.0,1.62,162.0,22.86,Normal,181,161,69,0.85,684.0,28.1,1.9,2,Strength,1,1306.5,1796.4,Muscle Gain,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
58,Female,74.8,1.69,169.0,26.19,Overweight,175,162,53,1.28,933.0,32.8,2.3,4,Strength,2,1353.2,2334.3,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
36,Male,90.3,1.65,165.0,33.17,Obese,169,158,71,1.38,1199.0,23.7,3.4,4,Cardio,2,1759.2,3034.6,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
29,Male,86.1,1.65,165.0,31.63,Obese,183,128,71,1.66,1169.0,11.2,3.5,4,HIIT,3,1752.2,3022.5,Weight Loss,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
26,Male,73.7,1.66,166.0,26.75,Overweight,177,125,72,0.93,639.0,26.7,2.2,2,Yoga,1,1649.5,2268.1,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
24,Female,67.7,1.56,156.0,27.82,Overweight,177,138,66,1.42,980.0,27.0,2.1,3,HIIT,2,1371.0,2125.1,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
45,Male,78.3,1.96,196.0,20.38,Normal,166,167,62,1.29,1066.0,29.0,2.2,3,Cardio,1,1788.0,2771.4,Improve Stamina,Needs Improvement,High Carb Performance Diet,Beginner Cardio + Walking
